Iteration,Phase2_ArterialPrecision,Phase2_PortalPrecision,Phase2_PreContrastPrecision,Phase2_ArterialRecall,Phase2_PortalRecall,Phase2_PreContrastRecall,Phase2_ArterialF1,Phase2_PortalF1,Phase2_PreContrastF1
1,0.833333333333333,0.991935483870968,0,0.833333333333333,0.991935483870968,0,0.833333333333333,0.991935483870968,0
2,1,0.973684210526316,0,0.8,1,0,0.888888888888889,0.986666666666667,0
3,0.833333333333333,0.982142857142857,0,0.714285714285714,0.990990990990991,0,0.769230769230769,0.986547085201794,0
4,0.833333333333333,0.982300884955752,0,0.714285714285714,0.991071428571429,0,0.769230769230769,0.986666666666667,0
5,1,0.952755905511811,0,0.333333333333333,1,0,0.5,0.975806451612903,0
6,1,0.968503937007874,0,0.666666666666667,1,0,0.8,0.984,0
7,1,0.975609756097561,0,0.666666666666667,1,0,0.8,0.987654320987654,0
8,1,0.972477064220184,0,0.785714285714286,1,0,0.88,0.986046511627907,0
9,1,0.991304347826087,0,0.857142857142857,1,0,0.923076923076923,0.995633187772926,0
10,1,0.965811965811966,0,0.666666666666667,1,0,0.8,0.982608695652174,0
11,1,0.981481481481482,0,0.8,1,0,0.888888888888889,0.990654205607477,0
12,1,0.982142857142857,0,0.833333333333333,1,0,0.909090909090909,0.990990990990991,0
13,0.875,0.984,0,0.777777777777778,0.991935483870968,0,0.823529411764706,0.987951807228916,0
14,1,0.949579831932773,0,0.428571428571429,1,0,0.6,0.974137931034483,0
15,0.8,0.982142857142857,0,0.8,0.990990990990991,0,0.8,0.986547085201794,0
16,0.888888888888889,1,0,1,0.991735537190083,0,0.941176470588235,0.995850622406639,0
17,1,0.969230769230769,0,0.666666666666667,1,0,0.8,0.984375,0
18,1,0.954887218045113,0,0.705882352941177,1,0,0.827586206896552,0.976923076923077,0
19,0.875,0.981132075471698,0,0.875,0.990476190476191,0,0.875,0.985781990521327,0
20,0.857142857142857,0.983050847457627,0,0.75,0.991452991452991,0,0.8,0.987234042553191,0
21,0.666666666666667,0.939393939393939,0,0.222222222222222,0.992,0,0.333333333333333,0.964980544747082,0
22,1,0.990909090909091,0,0.833333333333333,1,0,0.909090909090909,0.995433789954338,0
23,0.875,0.950980392156863,0,0.7,0.989795918367347,0,0.777777777777778,0.97,0
24,1,0.963302752293578,0,0.571428571428571,1,0,0.727272727272727,0.981308411214953,0
25,1,0.954954954954955,0,0.6,1,0,0.75,0.976958525345622,0
26,1,0.96078431372549,0,0.6,1,0,0.75,0.98,0
27,1,0.961240310077519,0,0.636363636363636,1,0,0.777777777777778,0.980237154150198,0
28,1,0.934959349593496,0,0.5,1,0,0.666666666666667,0.966386554621849,0
29,1,0.983333333333333,0,0.818181818181818,1,0,0.9,0.991596638655462,0
30,0.666666666666667,0.938053097345133,0,0.222222222222222,0.990654205607477,0,0.333333333333333,0.963636363636364,0
31,1,0.980952380952381,0,0.714285714285714,1,0,0.833333333333333,0.990384615384615,0
32,1,0.97979797979798,0,0.875,1,0,0.933333333333333,0.989795918367347,0
33,1,0.982758620689655,0,0.8,1,0,0.888888888888889,0.991304347826087,0
34,1,0.976,0,0.625,1,0,0.769230769230769,0.987854251012146,0
35,0.75,1,0,1,0.990909090909091,0,0.857142857142857,0.995433789954338,0
36,1,0.965811965811966,0,0.5,1,0,0.666666666666667,0.982608695652174,0
37,1,0.915966386554622,0,0.333333333333333,1,0,0.5,0.956140350877193,0
38,1,0.936363636363636,0,0.642857142857143,1,0,0.782608695652174,0.967136150234742,0
39,1,0.955357142857143,0,0.666666666666667,1,0,0.8,0.97716894977169,0
40,0.857142857142857,0.981481481481482,0,0.75,0.990654205607477,0,0.8,0.986046511627907,0
41,0.833333333333333,0.991379310344828,0,1,0.991379310344828,0,0.909090909090909,0.991379310344828,0
42,1,0.983606557377049,0,0.75,1,0,0.857142857142857,0.991735537190083,0
43,1,0.966101694915254,0,0.5,1,0,0.666666666666667,0.982758620689655,0
44,1,0.9765625,0,0.75,1,0,0.857142857142857,0.988142292490119,0
45,1,0.965811965811966,0,0.7,1,0,0.823529411764706,0.982608695652174,0
46,0.875,0.954954954954955,0,0.636363636363636,0.990654205607477,0,0.736842105263158,0.972477064220184,0
47,1,0.972222222222222,0,0.666666666666667,1,0,0.8,0.985915492957746,0
48,1,1,0,1,1,0,1,1,0
49,1,0.974576271186441,0,0.714285714285714,1,0,0.833333333333333,0.987124463519313,0
50,1,0.980952380952381,0,0.666666666666667,1,0,0.8,0.990384615384615,0
51,0.888888888888889,0.962616822429907,0,0.727272727272727,0.990384615384615,0,0.8,0.976303317535545,0
52,1,0.990909090909091,0,0.875,1,0,0.933333333333333,0.995433789954338,0
53,1,0.981481481481482,0,0.75,1,0,0.857142857142857,0.990654205607477,0
54,0.833333333333333,0.974137931034483,0,0.625,0.991228070175439,0,0.714285714285714,0.982608695652174,0
55,1,0.974789915966387,0,0.8,1,0,0.888888888888889,0.987234042553191,0
56,1,0.963636363636364,0,0.666666666666667,1,0,0.8,0.981481481481482,0
57,1,0.990291262135922,0,0.888888888888889,1,0,0.941176470588235,0.995121951219512,0
58,0.888888888888889,0.975609756097561,0,0.727272727272727,0.991735537190083,0,0.8,0.983606557377049,0
59,1,0.966386554621849,0,0.727272727272727,1,0,0.842105263157895,0.982905982905983,0
60,1,0.953271028037383,0,0.666666666666667,1,0,0.8,0.976076555023924,0
61,0.875,0.96,0,0.636363636363636,0.991735537190083,0,0.736842105263158,0.975609756097561,0
62,1,0.959016393442623,0,0.666666666666667,1,0,0.8,0.97907949790795,0
63,0.9,1,0,1,0.990740740740741,0,0.947368421052632,0.995348837209302,0
64,1,0.982758620689655,0,0.714285714285714,1,0,0.833333333333333,0.991304347826087,0
65,1,0.966101694915254,0,0.666666666666667,1,0,0.8,0.982758620689655,0
66,0.875,0.99009900990099,0,0.875,0.99009900990099,0,0.875,0.99009900990099,0
67,1,0.957983193277311,0,0.7,1,0,0.823529411764706,0.978540772532189,0
68,1,0.974137931034483,0,0.818181818181818,1,0,0.9,0.986899563318777,0
69,1,0.971428571428571,0,0.625,1,0,0.769230769230769,0.985507246376812,0
70,1,0.966101694915254,0,0.5,1,0,0.666666666666667,0.982758620689655,0
71,1,0.97196261682243,0,0.7,1,0,0.823529411764706,0.985781990521327,0
72,0.75,0.91869918699187,0,0.272727272727273,0.991228070175439,0,0.4,0.953586497890295,0
73,1,0.98,0,0.666666666666667,1,0,0.8,0.98989898989899,0
74,1,0.952755905511811,0,0.6,1,0,0.75,0.975806451612903,0
75,1,0.968,0,0.636363636363636,1,0,0.777777777777778,0.983739837398374,0
76,0.857142857142857,0.990291262135922,0,0.857142857142857,0.990291262135922,0,0.857142857142857,0.990291262135922,0
77,0.833333333333333,0.95959595959596,0,0.555555555555556,0.989583333333333,0,0.666666666666667,0.974358974358974,0
78,1,0.962616822429907,0,0.75,1,0,0.857142857142857,0.980952380952381,0
79,1,0.973214285714286,0,0.75,1,0,0.857142857142857,0.986425339366516,0
80,1,0.974789915966387,0,0.666666666666667,1,0,0.8,0.987234042553191,0
81,1,0.976744186046512,0,0.666666666666667,1,0,0.8,0.988235294117647,0
82,0.875,0.97196261682243,0,0.7,0.990476190476191,0,0.777777777777778,0.981132075471698,0
83,1,0.971698113207547,0,0.7,1,0,0.823529411764706,0.985645933014354,0
84,1,0.972972972972973,0,0.833333333333333,1,0,0.909090909090909,0.986301369863014,0
85,0.888888888888889,0.956521739130435,0,0.666666666666667,0.990990990990991,0,0.761904761904762,0.973451327433628,0
86,0.75,0.94017094017094,0,0.333333333333333,0.990990990990991,0,0.461538461538462,0.964912280701754,0
87,1,0.972222222222222,0,0.923076923076923,1,0,0.96,0.985915492957746,0
88,1,0.968,0,0.571428571428571,1,0,0.727272727272727,0.983739837398374,0
89,1,0.966386554621849,0,0.636363636363636,1,0,0.777777777777778,0.982905982905983,0
90,1,0.946428571428571,0,0.545454545454545,1,0,0.705882352941176,0.972477064220183,0
91,1,0.991803278688525,0,1,1,0,1,0.995884773662551,0
92,0.909090909090909,0.967213114754098,0,0.714285714285714,0.991596638655462,0,0.8,0.979253112033195,0
93,1,0.980952380952381,0,0.777777777777778,1,0,0.875,0.990384615384615,0
94,0.9,0.961904761904762,0,0.75,0.990196078431373,0,0.818181818181818,0.975845410628019,0
95,0.875,0.959349593495935,0,0.636363636363636,0.991596638655462,0,0.736842105263158,0.975206611570248,0
96,1,0.972972972972973,0,0.727272727272727,1,0,0.842105263157895,0.986301369863014,0
97,1,0.968,0,0.692307692307692,1,0,0.818181818181818,0.983739837398374,0
98,0.75,0.947368421052632,0,0.428571428571429,0.990825688073395,0,0.545454545454545,0.968609865470852,0
99,1,0.991525423728814,0,1,1,0,1,0.995744680851064,0
100,1,0.96551724137931,0,0.636363636363636,1,0,0.777777777777778,0.982456140350877,0
101,1,0.981981981981982,0,0.714285714285714,1,0,0.833333333333333,0.990909090909091,0
102,1,0.971698113207547,0,0.625,1,0,0.769230769230769,0.985645933014354,0
103,0.75,0.964912280701754,0,0.428571428571429,0.990990990990991,0,0.545454545454545,0.977777777777778,0
104,0.833333333333333,0.973451327433628,0,0.625,0.990990990990991,0,0.714285714285714,0.982142857142857,0
105,1,0.958677685950413,0,0.6,1,0,0.75,0.978902953586498,0
106,1,0.991803278688525,0,0.9,1,0,0.947368421052632,0.995884773662551,0
107,1,0.955752212389381,0,0.714285714285714,1,0,0.833333333333333,0.97737556561086,0
108,1,0.973684210526316,0,0.7,1,0,0.823529411764706,0.986666666666667,0
109,0.875,0.966386554621849,0,0.7,0.991379310344828,0,0.777777777777778,0.978723404255319,0
110,1,0.968503937007874,0,0.785714285714286,1,0,0.88,0.984,0
111,1,0.977099236641221,0,0.75,1,0,0.857142857142857,0.988416988416988,0
112,0.875,0.975206611570248,0,0.777777777777778,0.991596638655462,0,0.823529411764706,0.983333333333333,0
113,1,0.964912280701754,0,0.666666666666667,1,0,0.8,0.982142857142857,0
114,1,0.972222222222222,0,0.7,1,0,0.823529411764706,0.985915492957746,0
115,1,0.94017094017094,0,0.545454545454545,1,0,0.705882352941176,0.969162995594714,0
116,1,0.9609375,0,0.444444444444444,1,0,0.615384615384615,0.9800796812749,0
117,1,0.975,0,0.7,1,0,0.823529411764706,0.987341772151899,0
118,0.875,0.981308411214953,0,0.875,0.990566037735849,0,0.875,0.985915492957746,0
119,1,0.973214285714286,0,0.727272727272727,1,0,0.842105263157895,0.986425339366516,0
120,0.9,1,0,1,0.989583333333333,0,0.947368421052632,0.994764397905759,0
121,1,0.966101694915254,0,0.7,1,0,0.823529411764706,0.982758620689655,0
122,0.875,0.980392156862745,0,0.777777777777778,0.99009900990099,0,0.823529411764706,0.985221674876847,0
123,0.8,0.982758620689655,0,0.666666666666667,0.991304347826087,0,0.727272727272727,0.987012987012987,0
124,1,0.983050847457627,0,0.875,1,0,0.933333333333333,0.991452991452991,0
125,1,0.975806451612903,0,0.833333333333333,1,0,0.909090909090909,0.987755102040816,0
126,0.875,0.974789915966387,0,0.777777777777778,0.991452991452991,0,0.823529411764706,0.983050847457627,0
127,1,0.976190476190476,0,0.666666666666667,1,0,0.8,0.987951807228916,0
128,1,0.959016393442623,0,0.666666666666667,1,0,0.8,0.97907949790795,0
129,1,0.945945945945946,0,0.5,1,0,0.666666666666667,0.972222222222222,0
130,1,0.983606557377049,0,0.875,1,0,0.933333333333333,0.991735537190083,0
131,1,0.983333333333333,0,0.875,1,0,0.933333333333333,0.991596638655462,0
132,1,0.9375,0,0.545454545454545,1,0,0.705882352941176,0.967741935483871,0
133,1,0.981651376146789,0,0.714285714285714,1,0,0.833333333333333,0.990740740740741,0
134,0.916666666666667,0.982300884955752,0,0.916666666666667,0.991071428571429,0,0.916666666666667,0.986666666666667,0
135,1,0.965811965811966,0,0.636363636363636,1,0,0.777777777777778,0.982608695652174,0
136,1,0.965811965811966,0,0.6,1,0,0.75,0.982608695652174,0
137,1,0.964601769911504,0,0.636363636363636,1,0,0.777777777777778,0.981981981981982,0
138,1,0.964285714285714,0,0.777777777777778,1,0,0.875,0.981818181818182,0
139,0.8,0.96031746031746,0,0.5,0.991803278688525,0,0.615384615384615,0.975806451612903,0
140,1,0.945454545454545,0,0.444444444444444,1,0,0.615384615384615,0.97196261682243,0
141,1,0.974789915966387,0,0.727272727272727,1,0,0.842105263157895,0.987234042553191,0
142,1,0.936363636363636,0,0.416666666666667,1,0,0.588235294117647,0.967136150234742,0
143,1,0.940677966101695,0,0.571428571428571,1,0,0.727272727272727,0.96943231441048,0
144,1,0.957983193277311,0,0.666666666666667,1,0,0.8,0.978540772532189,0
145,1,0.981981981981982,0,0.6,1,0,0.75,0.990909090909091,0
146,1,1,0,1,1,0,1,1,0
147,0.9,0.946902654867257,0,0.642857142857143,0.990740740740741,0,0.75,0.968325791855204,0
148,0.75,0.956521739130435,0,0.428571428571429,0.990990990990991,0,0.545454545454545,0.973451327433628,0
149,1,0.956896551724138,0,0.5,1,0,0.666666666666667,0.977973568281938,0
150,0.923076923076923,0.952830188679245,0,0.75,0.990196078431373,0,0.827586206896552,0.971153846153846,0
151,1,0.959016393442623,0,0.615384615384615,1,0,0.761904761904762,0.97907949790795,0
152,1,0.972727272727273,0,0.777777777777778,1,0,0.875,0.986175115207373,0
153,1,1,0,1,1,0,1,1,0
154,0.928571428571429,0.96078431372549,0,0.8125,0.98989898989899,0,0.866666666666667,0.975124378109453,0
155,1,0.991150442477876,0,0.916666666666667,1,0,0.956521739130435,0.995555555555556,0
156,1,0.963636363636364,0,0.5,1,0,0.666666666666667,0.981481481481482,0
157,1,0.980582524271845,0,0.857142857142857,1,0,0.923076923076923,0.990196078431373,0
158,0.857142857142857,0.972477064220184,0,0.666666666666667,0.990654205607477,0,0.75,0.981481481481482,0
159,0.923076923076923,0.96551724137931,0,0.75,0.991150442477876,0,0.827586206896552,0.978165938864629,0
160,1,0.982142857142857,0,0.9,1,0,0.947368421052632,0.990990990990991,0
161,1,0.981481481481482,0,0.909090909090909,1,0,0.952380952380952,0.990654205607477,0
162,1,0.95,0,0.454545454545455,1,0,0.625,0.974358974358974,0
163,0.875,0.97196261682243,0,0.7,0.990476190476191,0,0.777777777777778,0.981132075471698,0
164,1,0.959677419354839,0,0.6,1,0,0.75,0.979423868312757,0
165,1,0.951219512195122,0,0.538461538461538,1,0,0.7,0.975,0
166,0.833333333333333,0.948275862068966,0,0.5,0.990990990990991,0,0.625,0.969162995594714,0
167,1,0.990825688073395,0,1,1,0,1,0.995391705069124,0
168,1,0.946902654867257,0,0.583333333333333,1,0,0.736842105263158,0.972727272727273,0
169,1,0.989473684210526,0,0.857142857142857,1,0,0.923076923076923,0.994708994708995,0
170,1,0.966386554621849,0,0.6,1,0,0.75,0.982905982905983,0
171,0.833333333333333,0.982608695652174,0,0.714285714285714,0.991228070175439,0,0.769230769230769,0.986899563318777,0
172,1,0.956896551724138,0,0.285714285714286,1,0,0.444444444444444,0.977973568281938,0
173,0.888888888888889,0.958677685950413,0,0.615384615384615,0.991452991452991,0,0.727272727272727,0.974789915966387,0
174,1,0.960629921259842,0,0.6875,1,0,0.814814814814815,0.979919678714859,0
175,1,0.96551724137931,0,0.666666666666667,1,0,0.8,0.982456140350877,0
176,1,0.990291262135922,0,0.916666666666667,1,0,0.956521739130435,0.995121951219512,0
177,0.75,0.959016393442623,0,0.428571428571429,0.991525423728814,0,0.545454545454545,0.975,0
178,1,0.983739837398374,0,0.818181818181818,1,0,0.9,0.991803278688525,0
179,0.923076923076923,0.966386554621849,0,0.8,0.991379310344828,0,0.857142857142857,0.978723404255319,0
180,1,0.972727272727273,0,0.714285714285714,1,0,0.833333333333333,0.986175115207373,0
181,1,0.965811965811966,0,0.636363636363636,1,0,0.777777777777778,0.982608695652174,0
182,1,0.972222222222222,0,0.75,1,0,0.857142857142857,0.985915492957746,0
183,0.75,0.967741935483871,0,0.428571428571429,0.991735537190083,0,0.545454545454545,0.979591836734694,0
184,1,0.947368421052632,0,0.545454545454545,1,0,0.705882352941176,0.972972972972973,0
185,0.9,0.983050847457627,0,0.818181818181818,0.991452991452991,0,0.857142857142857,0.987234042553191,0
186,1,0.952380952380952,0,0.5,1,0,0.666666666666667,0.975609756097561,0
187,1,0.966942148760331,0,0.75,1,0,0.857142857142857,0.983193277310924,0
188,1,0.947368421052632,0,0.6,1,0,0.75,0.972972972972973,0
189,1,0.970588235294118,0,0.777777777777778,1,0,0.875,0.985074626865672,0
190,1,0.94488188976378,0,0.533333333333333,1,0,0.695652173913044,0.97165991902834,0
191,0.666666666666667,0.968503937007874,0,0.333333333333333,0.991935483870968,0,0.444444444444444,0.980079681274901,0
192,1,0.982456140350877,0,0.5,1,0,0.666666666666667,0.991150442477876,0
193,0.857142857142857,0.958333333333333,0,0.545454545454545,0.991379310344828,0,0.666666666666667,0.974576271186441,0
194,0.909090909090909,0.975206611570248,0,0.833333333333333,0.991596638655462,0,0.869565217391304,0.983333333333333,0
195,1,0.957983193277311,0,0.714285714285714,1,0,0.833333333333333,0.978540772532189,0
196,1,0.954545454545455,0,0.545454545454545,1,0,0.705882352941176,0.976744186046512,0
197,1,0.958333333333333,0,0.642857142857143,1,0,0.782608695652174,0.978723404255319,0
198,1,0.973913043478261,0,0.727272727272727,1,0,0.842105263157895,0.986784140969163,0
199,0.833333333333333,0.973214285714286,0,0.625,0.990909090909091,0,0.714285714285714,0.981981981981982,0
200,1,0.963963963963964,0,0.666666666666667,1,0,0.8,0.981651376146789,0
201,0.833333333333333,0.990566037735849,0,0.833333333333333,0.990566037735849,0,0.833333333333333,0.990566037735849,0
202,1,0.972477064220184,0,0.7,1,0,0.823529411764706,0.986046511627907,0
203,1,0.981308411214953,0,0.75,1,0,0.857142857142857,0.990566037735849,0
204,0.9,0.96,0,0.692307692307692,0.991735537190083,0,0.782608695652174,0.975609756097561,0
205,1,0.953703703703704,0,0.444444444444444,1,0,0.615384615384615,0.976303317535545,0
206,1,0.956521739130435,0,0.545454545454545,1,0,0.705882352941176,0.977777777777778,0
207,1,0.950413223140496,0,0.583333333333333,1,0,0.736842105263158,0.974576271186441,0
208,1,0.961165048543689,0,0.625,1,0,0.769230769230769,0.98019801980198,0
209,0.9,0.958333333333333,0,0.692307692307692,0.991379310344828,0,0.782608695652174,0.974576271186441,0
210,0.875,0.974137931034483,0,0.7,0.991228070175439,0,0.777777777777778,0.982608695652174,0
211,0.875,0.965217391304348,0,0.636363636363636,0.991071428571429,0,0.736842105263158,0.977973568281938,0
212,1,0.975,0,0.571428571428571,1,0,0.727272727272727,0.987341772151899,0
213,1,1,0,1,1,0,1,1,0
214,1,0.975609756097561,0,0.833333333333333,1,0,0.909090909090909,0.987654320987654,0
215,1,0.976190476190476,0,0.727272727272727,1,0,0.842105263157895,0.987951807228916,0
216,1,0.967213114754098,0,0.625,1,0,0.769230769230769,0.983333333333333,0
217,1,0.990654205607477,0,0.9,1,0,0.947368421052632,0.995305164319249,0
218,1,0.951612903225806,0,0.5,1,0,0.666666666666667,0.975206611570248,0
219,0.9,0.966942148760331,0,0.75,0.991525423728814,0,0.818181818181818,0.97907949790795,0
220,0.909090909090909,0.962616822429907,0,0.714285714285714,0.990384615384615,0,0.8,0.976303317535545,0
221,1,0.966101694915254,0,0.666666666666667,1,0,0.8,0.982758620689655,0
222,1,0.947826086956522,0,0.375,1,0,0.545454545454545,0.973214285714286,0
223,1,0.983050847457627,0,0.8,1,0,0.888888888888889,0.991452991452991,0
224,0.8,0.958677685950413,0,0.571428571428571,0.991452991452991,0,0.666666666666667,0.974789915966387,0
225,1,0.981132075471698,0,0.8,1,0,0.888888888888889,0.990476190476191,0
226,1,0.98,0,0.777777777777778,1,0,0.875,0.98989898989899,0
227,1,0.94017094017094,0,0.454545454545455,1,0,0.625,0.969162995594714,0
228,0.888888888888889,0.981481481481482,0,0.8,0.990654205607477,0,0.842105263157895,0.986046511627907,0
229,1,0.990909090909091,0,0.9,1,0,0.947368421052632,0.995433789954338,0
230,1,0.944954128440367,0,0.692307692307692,1,0,0.818181818181818,0.971698113207547,0
231,1,0.974789915966387,0,0.75,1,0,0.857142857142857,0.987234042553191,0
232,1,0.981481481481482,0,0.875,1,0,0.933333333333333,0.990654205607477,0
233,1,0.966101694915254,0,0.7,1,0,0.823529411764706,0.982758620689655,0
234,1,0.96551724137931,0,0.555555555555556,1,0,0.714285714285714,0.982456140350877,0
235,1,0.967741935483871,0,0.727272727272727,1,0,0.842105263157895,0.983606557377049,0
236,1,0.974137931034483,0,0.625,1,0,0.769230769230769,0.986899563318777,0
237,1,0.963636363636364,0,0.785714285714286,1,0,0.88,0.981481481481482,0
238,1,0.973684210526316,0,0.75,1,0,0.857142857142857,0.986666666666667,0
239,1,0.965811965811966,0,0.666666666666667,1,0,0.8,0.982608695652174,0
240,1,0.982300884955752,0,0.875,1,0,0.933333333333333,0.991071428571429,0
241,0.909090909090909,0.957983193277311,0,0.714285714285714,0.991304347826087,0,0.8,0.974358974358974,0
242,1,0.975206611570248,0,0.727272727272727,1,0,0.842105263157895,0.98744769874477,0
243,0.857142857142857,0.990476190476191,0,0.857142857142857,0.990476190476191,0,0.857142857142857,0.990476190476191,0
244,1,0.96039603960396,0,0.5,1,0,0.666666666666667,0.97979797979798,0
245,0.909090909090909,0.990566037735849,0,1,0.990566037735849,0,0.952380952380952,0.990566037735849,0
246,1,0.952380952380952,0,0.636363636363636,1,0,0.777777777777778,0.975609756097561,0
247,1,0.934426229508197,0,0.461538461538462,1,0,0.631578947368421,0.966101694915254,0
248,0.857142857142857,0.957264957264957,0,0.545454545454545,0.991150442477876,0,0.666666666666667,0.973913043478261,0
249,1,0.982300884955752,0,0.714285714285714,1,0,0.833333333333333,0.991071428571429,0
250,1,0.9453125,0,0.583333333333333,1,0,0.736842105263158,0.971887550200803,0
251,1,0.969387755102041,0,0.625,1,0,0.769230769230769,0.984455958549223,0
